"image","xmin","ymin","xmax","ymax","label"
"203.jpg",242.37778103044496,238.1862745098039,373.7595140515223,295.80065359477123,"plate"
"204.jpg",163.39405018472905,221.99999999999997,273.3497152093596,247.02941176470586,"plate"
"205.jpg",119.84897025171625,159.9182545731707,243.14187643020597,203.32679115853657,"plate"
"206.jpg",360.4118993135012,172.59523514851483,435.3546910755149,197.20315594059403,"plate"
"207.jpg",140.4508009153318,54.400907057654074,441.3352402745995,166.23390904572562,"plate"
"208.jpg",159.86842105263156,205.90849673202615,365.1315789473684,255.63071895424838,"plate"
"209.jpg",62.06496519721578,229.12581699346407,247.0997679814385,274.37091503267976,"plate"
"21.jpg",271.40049342105266,0,504.5634006892231,65.31862745098039,"plate"
"210.jpg",129.48729395604397,133.03921568627453,393.9781364468865,198.98039215686276,"plate"
"22.jpg",248.47058823529412,517.0196078431372,474.3529411764706,572.2352941176471,"plate"
"23.jpg",293.64705882352945,424.9934640522876,552.9934640522877,490.2483660130719,"plate"
"24.jpg",164.07322654462243,204.47801806083652,417.3913043478261,269.67763783269965,"plate"
"27.jpg",51.15303129074316,190.37254901960785,225.85968057366364,287.5147058823529,"plate"
"26.jpg",188.71527777777777,220.76470588235293,449.0327380952381,306.52941176470586,"plate"
"25.jpg",292.7641342756184,172.05882352941177,432.904593639576,216.9117647058824,"plate"
"29.jpg",93.36384439359269,35.1515,1499.3135011441648,357.5835,"plate"
"29.jpg",25.629290617848973,379.5675,1565.217391304348,755.1275,"plate"
"28.jpg",252.22883295194507,87.49161585365854,2403.771167048055,628.0038109756098,"plate"
"28.jpg",252.22883295194507,907.3696646341464,2400.732265446224,1432.6989329268295,"plate"
"3.jpg",215.67053297546013,314.19934640522877,344.50488880368096,354.8153594771242,"plate"
"32.jpg",126.65422077922078,249.63235294117646,264.49837662337666,287.671568627451,"plate"
"33.jpg",64.35768261964736,360.6143790849673,240.6804943324937,409.3709150326797,"plate"
"30.jpg",257.766590389016,191.03527908805032,1380.5217391304348,725.4692413522013,"plate"
"31.jpg",463.38672768878723,286.84820519348267,559.4965675057209,346.3675534623218,"plate"
"35.jpg",328.1546547774869,264.83333333333337,539.5420893324607,329.3725490196079,"plate"
"37.jpg",125.69766666666666,122.37908496732027,185.28166666666667,156.8235294117647,"plate"
"38.jpg",795.0769230769231,475.7492236024845,905.3986013986014,536.569099378882,"plate"
"34.jpg",1208.787185354691,976.0623924268502,2485.6750572082383,1299.422117039587,"plate"
"39.jpg",0,84.19117647058825,300,158.08823529411768,"plate"
"4.jpg",63.00000000000001,13.16799301242236,966.0000000000001,192.67523938923395,"plate"
"4.jpg",213.5,206.6628170289855,856.3333333333334,544.6959433229813,"plate"
"41.jpg",157.26670881502892,237.23202614379085,326.4401192196532,284.37908496732024,"plate"
"42.jpg",26.800635026737968,261.9738562091503,161.15892379679147,321.45261437908493,"plate"
"40.jpg",155.82750582750583,189.8225700525394,287.995337995338,237.15707092819613,"plate"
"43.jpg",1.146788990825688,12.109619140625,485.66513761467894,257,"plate"
"45.jpg",420.0137299771167,165.6108590949821,519.2402745995423,211.7972390232975,"plate"
"46.jpg",183.55555555555557,290.11111111111114,374.11111111111114,346.8888888888889,"plate"
"47.jpg",401.86727688787187,425.4443728522337,583.4691075514875,477.0045103092784,"plate"
"44.jpg",638.4439359267735,456.0463121783876,845.7665903890161,549.3567753001714,"plate"
"5.jpg",113.57952622673436,288.03758169934645,253.65397631133675,319.7287581699347,"plate"
"51.jpg",384.69565217391306,215.75777649769586,491.13043478260875,242.89602534562212,"plate"
"48.jpg",358.8100686498856,283.07366457612454,1045.6750572082378,554.1722804930796,"plate"
"49.jpg",130.84446649029982,209.85620915032678,198.80390211640213,225.49019607843135,"plate"
"50.jpg",440.26143790849676,709.0196078431374,657.7777777777778,784.3137254901961,"plate"
"53.jpg",213.72997711670482,149.63395799011533,347.82608695652175,193.14301894563428,"plate"
"52.jpg",58.569315159574465,296.36601307189545,179.0267619680851,342.67320261437914,"plate"
"56.jpg",391.7702349869452,396.9705882352941,512.0835509138382,429.0490196078431,"plate"
"55.jpg",289.47368421052636,183.21153590425533,425.62929061784905,237.0115359042553,"plate"
"54.jpg",107.04198473282443,237.11111111111114,266.4312977099237,278.0555555555556,"plate"
"6.jpg",226.4811698717949,246.08660130718954,433.94270833333337,308.5375816993464,"plate"
"57.jpg",155.79568014705882,160.77450980392157,288.09568014705883,242.0261437908497,"plate"
"57.jpg",469.6839154411765,157.3169934640523,634.8427389705882,257.58496732026146,"plate"
"58.jpg",102.22787520391518,273,284.263764274062,364,"plate"
"59.jpg",147.95983355978262,252.86274509803923,346.32939877717394,301.80392156862746,"plate"
"60.jpg",801.391304347826,744.6493902439024,1085.2173913043478,841.9664634146341,"plate"
"61.jpg",130.65332197614993,216.7058823529412,280.8781942078365,254.11764705882354,"plate"
"62.jpg",1.1441647597254005,5.804797021028037,497.1395881006865,245,"plate"
"64.jpg",75.07433920704845,143.7156862745098,161.96127019089573,177.29411764705884,"plate"
"65.jpg",14.437134502923977,21.058823529411764,250,155.89379084967322,"plate"
"63.jpg",39.01068474264706,192.81045751633985,182.65774356617646,276.96078431372547,"plate"
"66.jpg",98.30385164051356,97.55555555555556,329.8022467902996,299.12254901960785,"plate"
"67.jpg",45.212814645308924,204.39591825181162,110.58810068649886,256.89954144021743,"plate"
"68.jpg",92.63157894736841,304.4256859756097,208,337.2427591463414,"plate"
"68.jpg",489.2631578947368,304.4256859756097,526.3157894736842,328.82812499999994,"plate"
"7.jpg",264.4051535087719,255.33823529411765,391.5981359649122,306.23039215686276,"plate"
"69.jpg",160.82506747638325,205.2450980392157,318.2231781376518,250.4248366013072,"plate"
"70.jpg",172.48054919908466,221.47581374321882,292.91075514874143,257.68196202531647,"plate"
"71.jpg",159.03890160183067,257.47689549180325,333.52402745995425,306.10804303278684,"plate"
"72.jpg",144.16475972540047,95.2159090909091,369.5652173913044,152.48863636363637,"plate"
"73.jpg",165.1029748283753,186.98958333333334,283.35240274599545,225.65625,"plate"
"74.jpg",171.50478432563793,173.23529411764704,325.8182715674362,215.78431372549016,"plate"
"75.jpg",431.1212814645309,151.30896766802445,507.32265446224255,178.07678844195522,"plate"
"76.jpg",136.89236111111111,197.02941176470588,322.69483024691357,251.38235294117646,"plate"
"78.jpg",167.56064073226545,141.61244103773583,288.05949656750573,186.58979952830188,"plate"
"77.jpg",455.0148741418765,105.8371456185567,793.3592677345539,246.00209407216494,"plate"
"79.jpg",570.9803921568628,458.03921568627453,840.7843137254902,537.0980392156863,"plate"
"80.jpg",72.56209935897435,144.84640522875816,345.26722756410254,258.328431372549,"plate"
"82.jpg",106.49313501144165,3.504876258389262,355.46338672768877,277.4478292785235,"plate"
"83.jpg",211.0983981693364,135.98418406313644,334.66819221967967,170.3222696028513,"plate"
"81.jpg",334.9019607843137,310.5882352941176,454.9019607843137,348.235294117647,"plate"
"8.jpg",636.4919143356643,508.30392156862746,890.677229020979,583.2696078431372,"plate"
"84.jpg",105.33518760907505,227.11764705882354,241.30377399650962,257.5294117647059,"plate"
"86.jpg",215.02639868951613,162.51960784313727,349.5788180443549,293.6029411764706,"plate"
"85.jpg",140.14692164179107,250.90196078431373,356.5648320895523,297.94607843137254,"plate"
"88.jpg",1005.0343249427917,595.5617495711836,1466.3615560640733,729.352487135506,"plate"
"87.jpg",815.5606407322655,667.6029159519725,1060.6407322654463,731.4108061749571,"plate"
"90.jpg",313.99084668192216,104.75523679417122,379.0091533180778,144.37272313296904,"plate"
"9.jpg",675.954233409611,374.6867378048781,946.7093821510298,565.0038109756098,"plate"
"92.jpg",156.50245610367892,352.9885620915033,302.51917851170566,428.15522875817,"plate"
"91.jpg",627.0022883295195,275.4021766802444,760.8695652173914,357.81358197556006,"plate"
"89.jpg",873.5452090992648,795.3856209150326,1556.8050130208335,980.2287581699346,"plate"
"93.jpg",62.97711670480549,160.30013250883394,160.0308924485126,200.8231007067138,"plate"
"97.jpg",130.1487414187643,130.56019938650306,207.4370709382151,158.61745910020448,"plate"
"94.jpg",291.25858123569793,217.8130397236615,453.82151029748286,255.04965457685665,"plate"
"96.jpg",325.4004576659039,197.5988051470588,583.8672768878719,257.3046875,"plate"
"95.jpg",310.2647058823529,419.9542483660131,673.8071895424837,535.9117647058823,"plate"
"98.jpg",23.946324387397897,59.867647058823536,215.22753792298715,155.01960784313727,"plate"
"98.jpg",3.1108518086347723,13.593137254901961,243.58693115519253,51.19117647058824,"plate"
"99.jpg",102.40274599542334,112.25153487229862,268.87871853546915,195.7210830058939,"plate"
"99.jpg",406.1784897025172,10.487291257367387,451.9450800915332,29.92540520628684,"plate"
